fips,CountyName
35414,Landfall city
35450,Lanesboro city
35612,Laporte city
35648,La Prairie city
35702,La Salle city
35720,Lastrup city
35738,Lauderdale city
36134,Le Center city
36404,Lengby city
36494,Leonard city
36530,Leonidas city
36620,Le Roy city
36728,Lester Prairie city
36746,Le Sueur city
36800,Lewiston city
36818,Lewisville city
36836,Lexington city
37016,Lilydale city
37304,Lindstrom city
37322,Lino Lakes city
37412,Lismore city
37448,Litchfield city
37502,Little Canada city
37556,Little Falls city
37592,Littlefork city
37970,Long Beach city
38006,Long Lake city
38060,Long Prairie city
38114,Longville city
38150,Lonsdale city
38222,Loretto city
38258,Louisburg city
38366,Lowry city
38420,Lucan city
38564,Luverne city
38654,Lyle city
38708,Lynd city
38888,Mabel city
38996,McGrath city
39014,McGregor city
39050,McIntosh city
39140,McKinley city
39230,Madelia city
39266,Madison city
39320,Madison Lake city
39338,Magnolia city
39392,Mahnomen city
39428,Mahtomedi city
39716,Manchester city
39806,Manhattan Beach city
39878,Mankato city
39986,Mantorville city
40166,Maple Grove city
40220,Maple Lake city
40256,Maple Plain city
40310,Mapleton city
40346,Mapleview city
40382,Maplewood city
40418,Marble city
40526,Marietta city
40562,Marine on St. Croix city
40688,Marshall city
41138,Mayer city
41210,Maynard city
41282,Mazeppa city
41372,Meadowlands city
41426,Medford city
41462,Medicine Lake city
41480,Medina city
41534,Meire Grove city
41570,Melrose city
41660,Menahga city
41678,Mendota city
41696,Mendota Heights city
41714,Mentor city
41912,Middle River city
42092,Miesville city
42110,Milaca city
42146,Milan city
42254,Millerville city
42290,Millville city
42362,Milroy city
42398,Miltona city
43000,Minneapolis city
43036,Minneiska city
43126,Minneota city
43144,Minnesota City city
43198,Minnesota Lake city
43252,Minnetonka city
43270,Minnetonka Beach city
43306,Minnetrista city
43540,Mizpah city
43720,Montevideo city
43738,Montgomery city
43774,Monticello city
43810,Montrose city
43864,Moorhead city
43954,Moose Lake city
44044,Mora city
44116,Morgan city
44242,Morris city
44296,Morristown city
44368,Morton city
44422,Motley city
44476,Mound city
44530,Mounds View city
44548,Mountain Iron city
44566,Mountain Lake city
44818,Murdock city
44890,Myrtle city
44944,Nashua city
44980,Nashwauk city
45016,Nassau city
45106,Nelson city
45196,Nerstrand city
45340,Nevis city
45376,New Auburn city
45430,New Brighton city
45520,Newfolden city
45556,New Germany city
45628,New Hope city
45682,New London city
45772,New Munich city
45790,Newport city
45808,New Prague city
45862,New Richland city
46024,New Trier city
46042,New Ulm city
46060,New York Mills city
46150,Nicollet city
46258,Nielsville city
46294,Nimrod city
46348,Nisswa city
46492,Norcross city
46798,North Branch city
46924,Northfield city
47068,North Mankato city
47104,North Oaks city
47122,Northome city
47212,Northrop city
47221,North St. Paul city
47520,Norwood Young America city
47536,Nowthen city
47680,Oakdale city
47690,Oak Grove city
47914,Oak Park Heights city
48058,Odessa city
48094,Odin city
48130,Ogema city
48166,Ogilvie city
48184,Okabena city
48202,Oklee city
48256,Olivia city
48310,Onamia city
48562,Ormsby city
48580,Orono city
48598,Oronoco city
48634,Orr city
48706,Ortonville city
48796,Osakis city
48976,Oslo city
49012,Osseo city
49030,Ostrander city
49138,Otsego city
49210,Ottertail city
49300,Owatonna city
49498,Palisade city
49732,Parkers Prairie city
49768,Park Rapids city
49966,Paynesville city
50056,Pease city
50164,Pelican Rapids city
50200,Pemberton city
50344,Pennock city
50416,Pequot Lakes city
50470,Perham city
50506,Perley city
50596,Peterson city
50776,Pierz city
50902,Pillager city
51064,Pine City city
51136,Pine Island city
51280,Pine River city
51316,Pine Springs city
51388,Pipestone city
51424,Plainview city
51460,Plato city
51712,Plummer city
51730,Plymouth city
52144,Porter city
52450,Preston city
52522,Princeton city
52558,Prinsburg city
52594,Prior Lake city
52630,Proctor city
52756,Quamba city
52882,Racine city
53026,Ramsey city
53080,Randall city
53098,Randolph city
53134,Ranier city
53296,Raymond city
53476,Red Lake Falls city
53620,Red Wing city
53656,Redwood Falls city
53710,Regal city
53782,Remer city
53890,Renville city
53908,Revere city
53998,Rice city
54060,Rice Lake city
54214,Richfield city
54268,Richmond city
54340,Richville city
54736,Riverton city
54808,Robbinsdale city
54880,Rochester city
54934,Rock Creek city
55006,Rockford city
55078,Rockville city
55186,Rogers city
55276,Rollingstone city
55438,Roosevelt city
55510,Roscoe city
55546,Roseau city
55600,Rose Creek city
55726,Rosemount city
55852,Roseville city
56014,Rothsay city
56086,Round Lake city
56176,Royalton city
56266,Rush City city
56284,Rushford city
56302,Rushford Village city
56338,Rushmore city
56428,Russell city
56482,Ruthton city
56518,Rutledge city
56554,Sabin city
56572,Sacred Heart city
56680,St. Anthony city
56698,St. Anthony city
56724,St. Augusta city
56770,St. Bonifacius city
56788,St. Charles city
56824,St. Clair city
56896,St. Cloud city
56950,St. Francis city
57022,St. Hilaire city
57040,St. James city
57130,St. Joseph city
57202,St. Leo city
57220,St. Louis Park city
57238,St. Martin city
57292,St. Marys Point city
57346,St. Michael city
58000,St. Paul city
58018,St. Paul Park city
58036,St. Peter city
58072,St. Rosa city
58090,St. Stephen city
58144,St. Vincent city
58306,Sanborn city
58396,Sandstone city
58576,Sargeant city
58612,Sartell city
58648,Sauk Centre city
58684,Sauk Rapids city
58738,Savage city
58900,Scandia city
58936,Scanlon city
59098,Seaforth city
59152,Sebeka city
59188,Sedan city
59314,Shafer city
59350,Shakopee city
59566,Shelly city
59620,Sherburn city
59782,Shevlin city
59998,Shoreview city
60016,Shorewood city
60250,Silver Bay city
60376,Silver Lake city
60754,Skyline city
60808,Slayton city
60844,Sleepy Eye city
61006,Sobieski city
61114,Solway city
61402,South Haven city
61492,South St. Paul city
61690,Spicer city
61816,Springfield city
61852,Spring Grove city
61888,Spring Hill city
61996,Spring Lake Park city
62014,Spring Park city
62104,Spring Valley city
62284,Squaw Lake city
62320,Stacy city
62446,Staples city
62500,Starbuck city
62662,Steen city
62698,Stephen city
62788,Stewart city
62806,Stewartville city
62824,Stillwater city
62896,Stockton city
63022,Storden city
63112,Strandquist city
63130,Strathcona city
63220,Sturgeon Lake city
63454,Sunburg city
63544,Sunfish Lake city
63778,Swanville city
64048,Taconite city
64156,Tamarack city
64210,Taopi city
64264,Taunton city
64318,Taylors Falls city
64444,Tenstrike city
64570,Thief River Falls city
64948,Tintah city
65164,Tonka Bay city
65272,Tower city
65308,Tracy city
65344,Trail city
65470,Trimont city
65506,Trommald city
65542,Trosky city
65668,Truman city
65794,Turtle River city
65920,Twin Lakes city
65938,Twin Valley city
65956,Two Harbors city
66046,Tyler city
66136,Ulen city
66172,Underwood city
66334,Upsala city
66388,Urbank city
66424,Utica city
66460,Vadnais Heights city
66766,Vergas city
66802,Vermillion city
66874,Verndale city
66910,Vernon Center city
66982,Vesta city
67036,Victoria city
67090,Viking city
67144,Villard city
67216,Vining city
67288,Virginia city
67378,Wabasha city
67396,Wabasso city
67432,Waconia city
67504,Wadena city
67558,Wahkon city
67612,Waite Park city
67756,Waldorf city
67792,Walker city
67846,Walnut Grove city
67900,Walters city
67918,Waltham city
67972,Wanamingo city
68008,Wanda city
68080,Warba city
68170,Warren city
68224,Warroad city
68296,Waseca city
68548,Watertown city
68584,Waterville city
68620,Watkins city
68656,Watson city
68674,Waubun city
68764,Waverly city
68818,Wayzata city
69070,Welcome city
69106,Wells city
69142,Wendell city
69250,Westbrook city
69304,West Concord city
69628,Westport city
69700,West St. Paul city
69736,West Union city
69808,Whalan city
69844,Wheaton city
69970,White Bear Lake city
70258,Wilder city
70366,Willernie city
70402,Williams city
70420,Willmar city
70492,Willow River city
70582,Wilmont city
70708,Wilton city
70798,Windom city
70870,Winger city
70924,Winnebago city
71032,Winona city
71086,Winsted city
71122,Winthrop city
71140,Winton city
71338,Wolf Lake city
71392,Wolverton city
71428,Woodbury city
71446,Wood Lake city
71500,Woodland city
71680,Woodstock city
71734,Worthington city
71788,Wrenshall city
71824,Wright city
71950,Wykoff city
72022,Wyoming city
72184,Zemple city
72238,Zimmerman city
72310,Zumbro Falls city
72328,Zumbrota city
00000,Mississippi
00000,Adams County
00000,Alcorn County
00000,Amite County
00000,Attala County
00000,Benton County
00000,Bolivar County
00000,Calhoun County
00000,Carroll County
00000,Chickasaw County
00000,Choctaw County
00000,Claiborne County
00000,Clarke County
00000,Clay County
00000,Coahoma County
00000,Copiah County
00000,Covington County
00000,DeSoto County
00000,Forrest County
00000,Franklin County
00000,George County
00000,Greene County
00000,Grenada County
00000,Hancock County
00000,Harrison County
00000,Hinds County
00000,Holmes County
00000,Humphreys County
00000,Issaquena County
00000,Itawamba County
00000,Jackson County
00000,Jasper County
00000,Jefferson County
00000,Jefferson Davis County
00000,Jones County
00000,Kemper County
00000,Lafayette County
00000,Lamar County
00000,Lauderdale County
00000,Lawrence County
00000,Leake County
00000,Lee County
00000,Leflore County
00000,Lincoln County
00000,Lowndes County
00000,Madison County
00000,Marion County
00000,Marshall County
00000,Monroe County
00000,Montgomery County
00000,Neshoba County
00000,Newton County
00000,Noxubee County
00000,Oktibbeha County
00000,Panola County
00000,Pearl River County
00000,Perry County
00000,Pike County
00000,Pontotoc County
00000,Prentiss County
00000,Quitman County
00000,Rankin County
00000,Scott County
00000,Sharkey County
00000,Simpson County
00000,Smith County
00000,Stone County
00000,Sunflower County
00000,Tallahatchie County
00000,Tate County
00000,Tippah County
00000,Tishomingo County
00000,Tunica County
00000,Union County
00000,Walthall County
00000,Warren County
00000,Washington County
00000,Wayne County
00000,Webster County
00000,Wilkinson County
00000,Winston County
00000,Yalobusha County
00000,Yazoo County
00100,Abbeville town
00180,Aberdeen city
00300,Ackerman town
00820,Algoma town
00940,Alligator town
01260,Amory city
01500,Anguilla town
01820,Arcola town
02100,Artesia town
02140,Ashland town
02700,Baldwyn city
03580,Bassfield town
03620,Batesville city
03980,Bay St. Louis city
04060,Bay Springs city
04500,Beaumont town
04540,Beauregard village
05100,Belmont town
05140,Belzoni city
05220,Benoit town
05380,Bentonia town
05820,Beulah town
06060,Big Creek village
06220,Biloxi city
07060,Blue Mountain town
07100,Blue Springs village
07540,Bolton town
07780,Booneville city
08180,Boyle town
08300,Brandon city
08460,Braxton village
08820,Brookhaven city
08980,Brooksville town
09180,Bruce town
09460,Bude town
09820,Burnsville town
10060,Byhalia town
10140,Byram city
10460,Caledonia town
10580,Calhoun City town
11100,Canton city
11580,Carrollton town
11780,Carthage city
11820,Cary town
12740,Centreville town
12900,Charleston city
13580,Chunky town
13820,Clarksdale city
14260,Cleveland city
14420,Clinton city
14580,Coahoma town
14740,Coffeeville town
14900,Coldwater town
15140,Collins city
15340,Columbia city
15380,Columbus city
15500,Como town
15700,Corinth city
15980,Courtland town
16420,Crawford town
16460,Crenshaw town
16620,Crosby town
16940,Crowder town
16980,Cruger town
17060,Crystal Springs city
18180,Decatur town
18340,De Kalb town
18940,Derma town
19100,Diamondhead city
19180,D'Iberville city
19340,D'Lo town
19420,Doddsville town
20020,Drew city
20260,Duck Hill town
20340,Dumas town
20380,Duncan town
20500,Durant city
21340,Ecru town
21420,Eden village
21580,Edwards town
22020,Ellisville city
22580,Enterprise town
23220,Ethel town
23420,Eupora city
24180,Falcon town
24220,Falkner town
24420,Farmington town
24500,Fayette city
24940,Flora town
24980,Florence city
25100,Flowood city
25340,Forest city
26020,French Camp town
26060,Friars Point town
26300,Fulton city
26780,Gattman village
26860,Gautier city
26980,Georgetown town
27540,Glen town
27660,Glendora village
27820,Gloster town
27940,Golden town
28220,Goodman town
29180,Greenville city
29340,Greenwood city
29460,Grenada city
29700,Gulfport city
29900,Gunnison town
29940,Guntown town
30980,Hatley town
31020,Hattiesburg city
31220,Hazlehurst city
31420,Heidelberg town
31780,Hernando city
31980,Hickory town
32020,Hickory Flat town
32900,Hollandale city
33100,Holly Springs city
33700,Horn Lake city
33900,Houston city
34740,Indianola city
35020,Inverness town
35220,Isola town
35260,Itta Bena city
35300,Iuka city
36000,Jackson city
36800,Jonestown town
37040,Jumpertown town
37560,Kilmichael town
38320,Kosciusko city
38360,Kossuth village
38600,Lake town
39080,Lambert town
39640,Laurel city
39840,Leakesville town
39880,Learned town
40280,Leland city
40360,Lena town
40600,Lexington city
40640,Liberty town
41680,Long Beach city
42200,Louin town
42240,Louise town
42280,Louisville city
42440,Lucedale city
42600,Lula town
42640,Lumberton city
42960,Lyon town
42980,Maben town
43280,McComb city
43400,McCool town
43840,McLain town
44240,Macon city
44520,Madison city
44600,Magee city
44680,Magnolia city
44920,Mantachie town
44960,Mantee village
45120,Marietta town
45160,Marion town
45240,Marks city
45720,Mathiston town
46000,Mayersville town
46200,Meadville town
46600,Mendenhall city
46640,Meridian city
46720,Merigold town
46880,Metcalfe town
48240,Mize town
48560,Monticello town
48640,Montrose town
48760,Moorhead city
48800,Morgan City town
49080,Morton city
49240,Moss Point city
49320,Mound Bayou city
49520,Mount Olive town
50280,Myrtle town
50440,Natchez city
50880,Nettleton city
51000,New Albany city
51040,New Augusta town
51360,New Hebron town
51420,New Houlka town
51720,Newton city
52400,North Carrollton town
52880,Noxapater town
53200,Oakland town
53520,Ocean Springs city
53680,Okolona city
54040,Olive Branch city
54640,Osyka town
54840,Oxford city
54920,Pace town
54960,Pachuta town
55000,Paden village
55360,Pascagoula city
55400,Pass Christian city
55760,Pearl city
56200,Pelahatchie town
56800,Petal city
56960,Philadelphia city
57160,Picayune city
57200,Pickens town
58360,Pittsboro village
58440,Plantersville town
58960,Polkville town
59160,Pontotoc city
59240,Pope village
59480,Poplarville city
59560,Port Gibson city
59720,Potts Camp town
59920,Prentiss town
60360,Puckett village
60480,Purvis city
60720,Quitman city
60840,Raleigh town
61160,Raymond city
61890,Renova town
62400,Richland city
62480,Richton town
62520,Ridgeland city
62560,Rienzi town
62600,Ripley city
63560,Rolling Fork city
63720,Rosedale city
64080,Roxie town
64200,Ruleville city
64800,Sallis town
64840,Saltillo city
64920,Sandersville town
65560,Sardis town
65680,Satartia village
66080,Schlater town
66160,Scooba town
66280,Sebastopol town
66400,Seminary town
66440,Senatobia city
66720,Shannon town
67000,Shaw city
67040,Shelby city
67200,Sherman town
67520,Shubuta town
67640,Shuqualak town
67840,Sidon town
67920,Silver City town
67960,Silver Creek town
68320,Slate Springs village
68400,Sledge town
68720,Smithville town
68960,Snow Lake Shores town
69160,Soso town
69280,Southaven city
70240,Starkville city
70320,State Line town
70760,Stonewall town
71320,Sturgis town
71480,Summit town
71520,Sumner town
71560,Sumrall town
71600,Sunflower town
72040,Sylvarena village
72360,Taylor village
72400,Taylorsville town
72440,Tchula town
72680,Terry town
72760,Thaxton town
73720,Tishomingo town
73760,Toccopola town
74400,Tremont town
74760,Tunica town
74840,Tupelo city
75040,Tutwiler town
75160,Tylertown town
75360,Union town
75760,Utica town
75880,Vaiden town
76320,Vardaman town
76560,Verona city
76720,Vicksburg city
77400,Walls town
77480,Walnut town
77520,Walnut Grove town
77640,Walthall village
78000,Water Valley city
78200,Waveland city
78360,Waynesboro city
78480,Webb town
78520,Weir town
78640,Wesson town
78680,West town
79120,West Point city
80160,Wiggins city
80760,Winona city
80800,Winstonville town
81000,Woodland village
81120,Woodville town
81520,Yazoo City city
00000,Missouri
00000,Adair County
00000,Andrew County
00000,Atchison County
00000,Audrain County
00000,Barry County
00000,Barton County
00000,Bates County
00000,Benton County
00000,Bollinger County
00000,Boone County
00000,Buchanan County
00000,Butler County
00000,Caldwell County
00000,Callaway County
00000,Camden County
00000,Cape Girardeau County
00000,Carroll County
00000,Carter County
00000,Cass County
00000,Cedar County
00000,Chariton County
00000,Christian County
00000,Clark County
00000,Clay County
00000,Clinton County
00000,Cole County
00000,Cooper County
00000,Crawford County
00000,Dade County
00000,Dallas County
00000,Daviess County
00000,DeKalb County
00000,Dent County
00000,Douglas County
00000,Dunklin County
00000,Franklin County
00000,Gasconade County
00000,Gentry County
00000,Greene County
00000,Grundy County
00000,Harrison County
00000,Henry County
00000,Hickory County
00000,Holt County
00000,Howard County
00000,Howell County
00000,Iron County
00000,Jackson County
00000,Jasper County
00000,Jefferson County
00000,Johnson County
00000,Knox County
00000,Laclede County
00000,Lafayette County
00000,Lawrence County
00000,Lewis County
00000,Lincoln County
00000,Linn County
00000,Livingston County
00000,McDonald County
00000,Macon County
00000,Madison County
00000,Maries County
00000,Marion County
00000,Mercer County
00000,Miller County
00000,Mississippi County
00000,Moniteau County
00000,Monroe County
00000,Montgomery County
00000,Morgan County
00000,New Madrid County
00000,Newton County
00000,Nodaway County
00000,Oregon County
00000,Osage County
00000,Ozark County
00000,Pemiscot County
00000,Perry County
00000,Pettis County
00000,Phelps County
00000,Pike County
00000,Platte County
00000,Polk County
00000,Pulaski County
00000,Putnam County
00000,Ralls County
00000,Randolph County
00000,Ray County
00000,Reynolds County
00000,Ripley County
00000,St. Charles County
00000,St. Clair County
00000,Ste. Genevieve County
00000,St. Francois County
00000,St. Louis County
00000,Saline County
00000,Schuyler County
00000,Scotland County
00000,Scott County
00000,Shannon County
00000,Shelby County
00000,Stoddard County
00000,Stone County
00000,Sullivan County
00000,Taney County
00000,Texas County
00000,Vernon County
00000,Warren County
00000,Washington County
00000,Wayne County
00000,Webster County
00000,Worth County
00000,Wright County
00000,St. Louis city
00000,Barton City township
00000,Central township
00000,City township
00000,Doylesport township
00000,Golden City township
00000,Lamar township
00000,Leroy township
00000,Milford township
00000,Nashville township
00000,Newport township
00000,Northfork township
00000,Ozark township
00000,Richland township
00000,South West township
00000,Union township
00000,Charlotte township
00000,Deepwater township
00000,Deer Creek township
00000,East Boone township
00000,Elkhart township
00000,Grand River township
00000,Homer township
00000,Howard township
00000,Hudson township
00000,Lone Oak township
00000,Mingo township
00000,Mound township
00000,Mount Pleasant township
00000,New Home township
00000,Osage township
00000,Pleasant Gap township
00000,Prairie township
00000,Rockville township
00000,Shawnee township
00000,Spruce township
00000,Summit township
00000,Walnut township
00000,West Boone township
00000,West Point township
00000,Breckenridge township
00000,Davis township
00000,Fairview township
00000,Gomer township
00000,Grant township
00000,Hamilton township
00000,Kidder township
00000,Kingston township
00000,Lincoln township
00000,Mirabile township
00000,New York township
00000,Rockford township
00000,Carrollton township
00000,Cherry Valley township
00000,Combs township
00000,De Witt township
00000,Egypt township
00000,Eugene township
00000,Fairfield township
00000,Hill township
00000,Hurricane township
00000,Leslie township
00000,Moss Creek township
00000,Prairie township
00000,Ridge township
00000,Rockford township
00000,Stokes Mound township
00000,Sugartree township
00000,Trotter township
00000,Van Horn township
00000,Wakenda township
00000,Washington township
00000,Bee Branch township
00000,Bowling Green township
00000,Brunswick township
00000,Chariton township
00000,Clark township
00000,Cockrell township
00000,Cunningham township
00000,Keytesville township
00000,Mendon township
00000,Musselfork township
00000,Salisbury township
00000,Salt Creek township
00000,Triplett township
00000,Wayland township
00000,Yellow Creek township
00000,Cedar township
00000,Center township
00000,Ernest township
00000,Grant township
00000,Lockwood township
00000,Marion township
00000,North township
00000,North Morgan township
00000,Pilgrim township
00000,Polk township
00000,Rock Prairie township
00000,Sac township
00000,Smith township
00000,South township
00000,South Morgan township
00000,Washington township
00000,Benton township
00000,Colfax township
00000,Grand River township
00000,Harrison township
00000,Jackson township
00000,Jamesport township
00000,Jefferson township
00000,Liberty township
00000,Lincoln township
00000,Marion township
00000,Monroe township
00000,Salem township
00000,Sheridan township
00000,Union township
00000,Washington township
00000,Adams township
00000,Camden township
00000,Colfax township
00000,Dallas township
00000,Grand River township
00000,Grant township
00000,Polk township
00000,Sherman township
00000,Washington township
00000,Buffalo township
00000,Clay township
00000,Cotton Hill township
00000,Freeborn township
00000,Holcomb township
00000,Independence township
00000,Salem township
00000,Union township
00000,Athens township
00000,Bogle township
00000,Cooper township
00000,Howard township
00000,Huggins township
00000,Jackson township
00000,Miller township
00000,Wilson township
00000,Franklin township
00000,Harrison township
00000,Jackson township
00000,Jefferson township
00000,Liberty township
00000,Lincoln township
00000,Madison township
00000,Marion township
00000,Myers township
00000,Taylor township
00000,Trenton township
00000,Washington township
00000,Wilson township
00000,Adams township
00000,Bethany township
00000,Butler township
00000,Clay township
00000,Colfax township
00000,Cypress township
00000,Dallas township
00000,Fox Creek township
00000,Grant township
00000,Hamilton township
00000,Jefferson township
00000,Lincoln township
00000,Madison township
00000,Marion township
00000,Sherman township
00000,Sugar Creek township
00000,Trail Creek township
00000,Union township
00000,Washington township
00000,White Oak township
00000,Bear Creek township
00000,Bethlehem township
00000,Big Creek township
00000,Bogard township
00000,Clinton township
00000,Davis township
00000,Deepwater township
00000,Deer Creek township
00000,Fairview township
00000,Fields Creek township
00000,Honey Creek township
00000,Leesville township
00000,Osage township
00000,Shawnee township
00000,Springfield township
00000,Tebo township
00000,Walker township
00000,White Oak township
00000,Windsor township
00000,Baker township
00000,Benton township
00000,Brookfield township
00000,Bucklin township
00000,Clay township
00000,Enterprise township
00000,Grantsville township
00000,Jackson township
00000,Jefferson township
00000,Locust Creek township
00000,Marceline township
00000,North Salem township
00000,Parson Creek township
00000,Yellow Creek township
00000,Blue Mound township
00000,Chillicothe township
00000,Cream Ridge township
00000,Fairview township
00000,Grand River township
00000,Green township
00000,Jackson township
00000,Medicine township
00000,Monroe township
00000,Mooresville township
00000,Rich Hill township
00000,Sampsel township
00000,Wheeling township
00000,Harrison township
00000,Lindley township
00000,Madison township
00000,Marion township
00000,Medicine township
00000,Morgan township
00000,Ravanna township
00000,Somerset township
00000,Washington township
00000,Atchison township
00000,Grant township
00000,Green township
00000,Hopkins township
00000,Hughes township
00000,Independence township
00000,Jackson township
00000,Jefferson township
00000,Lincoln township
00000,Monroe township
00000,Nodaway township
00000,Polk township
00000,Union township
00000,Washington township
00000,White Cloud township
00000,Elm township
00000,Grant township
00000,Jackson township
00000,Liberty township
00000,Lincoln township
00000,Medicine township
00000,Richland township
00000,Sherman township
00000,Union township
00000,Wilson township
00000,York township
00000,Castor township
00000,Duck Creek township
00000,Elk township
00000,Liberty township
00000,New Lisbon township
00000,Pike township
00000,Richland township
00000,Bowman township
00000,Buchanan township
00000,Clay township
00000,Duncan township
00000,Jackson township
00000,Liberty township
00000,Morris township
00000,Penn township
00000,Pleasant Hill township
00000,Polk township
00000,Taylor township
00000,Union township
00000,Boone township
00000,Burdine township
00000,Carroll township
00000,Cass township
00000,Clinton township
00000,Current township
00000,Date township
00000,Jackson township
00000,Lynch township
00000,Morris township
00000,Ozark township
00000,Pierce township
00000,Piney township
00000,Roubidoux township
00000,Sargent township
00000,Sherrill township
00000,Upton township
00000,Bacon township
00000,Badger township
00000,Blue Mound township
00000,Center township
00000,Clear Creek township
00000,Coal township
00000,Deerfield township
00000,Dover township
00000,Drywood township
00000,Harrison township
00000,Henry township
00000,Lake township
00000,Metz township
00000,Montevallo township
00000,Moundville township
00000,Osage township
00000,Richland township
00000,Virgil township
00000,Walker township
00000,Washington township
00244,Adrian city
00262,Advance city
00298,Agency village
00424,Airport Drive village
00496,Alba city
00514,Albany city
00568,Aldrich village
00604,Alexandria city
00712,Allendale village
00748,Allenville village
00802,Alma city
00910,Altamont village
00928,Altenburg city
00964,Alton city
01018,Amazonia village
01054,Amity town
01072,Amoret city
01090,Amsterdam city
01198,Anderson city
01252,Annada village
01270,Annapolis city
01288,Anniston town
01522,Appleton City city
01576,Arbela town
01630,Arbyrd city
01648,Arcadia city
01702,Archie city
01720,Arcola village
01828,Argyle town
01864,Arkoe town
01954,Armstrong city
01972,Arnold city
02034,Arrow Point village
02044,Arrow Rock town
02098,Asbury city
02188,Ash Grove city
02242,Ashland city
02422,Atlanta city
02512,Augusta town
02530,Aullville village
02548,Aurora city
02638,Auxvasse city
02674,Ava city
02746,Avilla town
02800,Avondale city
02962,Bagnell town
03052,Bakersfield village
03124,Baldwin Park village
03160,Ballwin city
03322,Baring city
03340,Barnard city
03376,Barnett city
03556,Bates City city
03592,Battlefield city
04114,Bella Villa city
04132,Bell City city
04150,Belle city
04222,Bellefontaine Neighbors city
04240,Bellerive village
04330,Bellflower city
04348,Bel-Nor village
04366,Bel-Ridge village
04384,Belton city
04798,Benton city
04834,Benton City village
04888,Berger city
04906,Berkeley city
04960,Bernie city
04996,Bertrand city
05068,Bethany city
05104,Bethel village
05248,Beverly Hills city
05266,Bevier city
05464,Bigelow village
05495,Big Lake village
05626,Billings city
05734,Birch Tree city
05824,Birmingham village
05878,Bismarck city
05950,Blackburn city
06004,Black Jack city
06148,Blackwater city
06238,Blairstown city
06256,Bland city
06346,Blodgett village
06382,Bloomfield city
06454,Bloomsdale city
06526,Blue Eye town
06652,Blue Springs city
06742,Blythedale village
06832,Bogard city
06922,Bolckow city
06976,Bolivar city
07102,Bonne Terre city
07318,Boonville city
07426,Bosworth city
07534,Bourbon city
07660,Bowling Green city
07876,Bragg City town
07948,Brandsville city
07966,Branson city
07989,Branson West city
08002,Brashear city
08038,Braymer city
08128,Breckenridge city
08164,Breckenridge Hills city
08236,Brentwood city
08398,Bridgeton city
08470,Brimson village
08614,Bronaugh city
08650,Brookfield city
08776,Brooklyn Heights town
08884,Browning city
08902,Brownington town
08974,Brumley town
09046,Brunswick city
09388,Bucklin city
09424,Buckner city
09514,Buffalo city
09642,Bull Creek village
09658,Bunceton city
09694,Bunker city
09802,Burgess town
09838,Burlington Junction city
10054,Butler city
10144,Butterfield village
10240,Byrnes Mill city
10288,Cabool city
10342,Cainsville city
10360,Cairo village
10432,Caledonia village
10450,Calhoun city
10468,California city
10486,Callao city
10612,Calverton Park city
10738,Camden city
10792,Camden Point city
10810,Camdenton city
10828,Cameron city
10864,Campbell city
11026,Canalou city
11134,Canton city
11242,Cape Girardeau city
11350,Cardwell city
11368,Carl Junction city
11566,Carrollton city
11638,Carterville city
11656,Carthage city
11692,Caruthersville city
11728,Carytown city
11890,Cassville city
12052,Catron town
12079,Cave town
12376,Cedar Hill Lakes village
12592,Center city
12664,Centertown town
12682,Centerview city
12718,Centerville city
12898,Centralia city
12988,Chaffee city
13006,Chain of Rocks village
13015,Chain-O-Lakes village
13060,Chamois city
13078,Champ village
13330,Charlack city
13366,Charleston city
13390,Charmwood town
13600,Chesterfield city
13654,Chilhowee town
13690,Chillicothe city
13852,Chula city
13978,Clarence city
14068,Clark city
14140,Clarksburg city
14158,Clarksdale city
14176,Clarkson Valley city
14194,Clarksville city
14212,Clarkton city
14554,Claycomo village
14572,Clayton city
14662,Clearmont city
14770,Cleveland city
14788,Clever city
14806,Cliff Village village
14896,Clifton Hill city
14986,Clinton city
15130,Clyde village
15220,Cobalt village
15274,Coffey city
15436,Cole Camp city
15562,Collins village
15670,Columbia city
15760,Commerce village
15922,Conception Junction town
16102,Concordia city
16115,Coney Island village
16192,Conway city
16228,Cool Valley city
16336,Cooter city
16408,Corder city
16462,Corning town
16588,Cosby village
16678,Cottleville city
16802,Country Club village
16822,Country Club Hills city
16876,Country Life Acres village
16984,Cowgill city
17056,Craig city
17074,Crane city
17164,Creighton city
17218,Crestwood city
17272,Creve Coeur city
17344,Crocker city
17524,Cross Timbers city
17632,Crystal City city
17650,Crystal Lake Park city
17660,Crystal Lakes city
17668,Cuba city
17902,Curryville city
17992,Dadeville village
18118,Dalton town
18253,Dardenne Prairie city
18316,Darlington village
18658,Dearborn city
18730,Deepwater city
18802,Deerfield village
18946,De Kalb town
19018,Dellwood city
19072,Delta city
19090,Dennis Acres village
19162,Denver village
19198,Des Arc village
19216,Desloge city
19252,De Soto city
19270,Des Peres city
19378,De Witt city
19396,Dexter city
19432,Diamond town
19486,Diehlstadt village
19504,Diggins village
19630,Dixon city
19792,Doniphan city
19828,Doolittle city
19918,Dover town
19990,Downing city
20134,Drexel city
20296,Dudley city
20314,Duenweg city
20512,Duquesne village
20566,Dutchtown village
20674,Eagleville town
20980,East Lynne city
21034,Easton city
21052,East Prairie city
21214,Edgar Springs city
21250,Edgerton city
21322,Edina city
